Year,Team,Totals,TD,YDS,AVG,LG,REC,NO,FC,LOST,OWN,OPP,G20+,G40+,FUM
2011,stl,Opponents Totals,1,1403,24.6,98t,,57,0,,,,,,
2011,det,Team Totals,0,1111,26.5,92,,42,0,,,,33,2,0
2011,det,Opponents Totals,1,927,25.8,108t,,36,0,,,,,,
2011,lac,Team Totals,0,563,23.5,37,,24,0,,,,18,0,0
2011,lac,Opponents Totals,0,1487,24.8,104,,60,1,,,,,,
2011,ton,Team Totals,1,926,23.7,101t,,39,1,,,,25,2,1
2011,ton,Opponents Totals,0,811,27.0,78,,30,0,,,,,,
2011,nyb,Team Totals,0,1024,22.3,78,,46,0,,,,29,2,1
2011,nyb,Opponents Totals,1,570,22.8,100t,,25,0,,,,,,
2011,sea,Team Totals,1,1060,27.2,102t,,39,0,,,,33,2,0
2011,sea,Opponents Totals,0,1061,23.1,39,,46,0,,,,,0,
2011,dec,Team Totals,0,1246,24.0,51,,52,0,,,,41,1,1
2011,dec,Opponents Totals,0,1300,25.0,69,,52,0,,,,,,
2011,lne,Team Totals,0,1142,24.8,54,,46,0,,,,34,5,0
2011,lne,Opponents Totals,1,1249,26.0,102t,,48,0,,,,,,
2011,lari,Team Totals,0,1280,23.3,47,,55,0,,,,41,1,1
2011,lari,Opponents Totals,0,902,25.1,54,,36,0,,,,,,
2012,lkc,Team Totals,,213.0,,,,37.0,,,,,,,
2012,lkc,OPPONENTS,,182.0,,,,27.0,,,,,,,
2012,har,Team Totals,,242.0,,,,42.0,,,,,,,
2012,har,OPPONENTS,,243.0,,,,37.0,,,,,,,
2012,llarm,Team Totals,,170.0,,,,30.0,,,,,,,
2012,llarm,OPPONENTS,,287.0,,,,47.0,,,,,,,
2012,min,Team Totals,,196.0,,,,36.0,,,,,,,
2012,min,OPPONENTS,,161.0,,,,30.0,,,,,,,
2012,larm,Team Totals,,250.0,,,,37.0,,,,,,,
2012,larm,OPPONENTS,,257.0,,,,38.0,,,,,,,
2012,bal,Team Totals,,361.0,,,,51.0,,,,,,,
2012,bal,OPPONENTS,,229.0,,,,46.0,,,,,,,
2012,lten,Team Totals,,196.0,,,,37.0,,,,,,,
2012,lten,OPPONENTS,,225.0,,,,37.0,,,,,,,
2012,dul,Team Totals,,233.0,,,,38.0,,,,,,,
2012,dul,OPPONENTS,,233.0,,,,36.0,,,,,,,
2012,atl,Team Totals,,269.0,,,,44.0,,,,,,,
2012,atl,OPPONENTS,,216.0,,,,28.0,,,,,,,
2012,ham,Team Totals,,189.0,,,,32.0,,,,,,,
2012,ham,OPPONENTS,,246.0,,,,41.0,,,,,,,
2012,jac,Team Totals,,241.0,,,,39.0,,,,,,,
2012,jac,OPPONENTS,,254.0,,,,39.0,,,,,,,
2012,lind,Team Totals,,128.0,,,,20.0,,,,,,,
2012,lind,OPPONENTS,,327.0,,,,50.0,,,,,,,
2012,was,Team Totals,,364.0,,,,52.0,,,,,,,
2012,was,OPPONENTS,,137.0,,,,21.0,,,,,,,
2012,col,Team Totals,,244.0,,,,38.0,,,,,,,
2012,col,OPPONENTS,,311.0,,,,49.0,,,,,,,
2012,tol,Team Totals,,185.0,,,,25.0,,,,,,,
2012,tol,OPPONENTS,,208.0,,,,27.0,,,,,,,
2012,ltb,Team Totals,,161.0,,,,27.0,,,,,,,
2012,ltb,OPPONENTS,,224.0,,,,40.0,,,,,,,
2012,lmin,Team Totals,,209.0,,,,32.0,,,,,,,
2012,lmin,OPPONENTS,,244.0,,,,33.0,,,,,,,
2012,c-p,Team Totals,,231.0,,,,33.0,,,,,,,
2012,c-p,OPPONENTS,,142.0,,,,20.0,,,,,,,
2012,chit,Team Totals,,211.0,,,,34.0,,,,,,,
2012,chit,OPPONENTS,,263.0,,,,36.0,,,,,,,
2012,nyj,Team Totals,,198.0,,,,30.0,,,,,,,
2012,nyj,OPPONENTS,,284.0,,,,48.0,,,,,,,
2012,dal,Team Totals,,309.0,,,,47.0,,,,,,,
2012,dal,OPPONENTS,,293.0,,,,51.0,,,,,,,
2012,latl,Team Totals,,284.0,,,,44.0,,,,,,,
2012,latl,OPPONENTS,,184.0,,,,32.0,,,,,,,
2012,lbuf,Team Totals,,289.0,,,,41.0,,,,,,,
2012,lbuf,OPPONENTS,,299.0,,,,44.0,,,,,,,
2012,stl,Team Totals,,237.0,,,,34.0,,,,,,,
2012,stl,OPPONENTS,,312.0,,,,29.0,,,,,,,
2012,det,Team Totals,,182.0,,,,29.0,,,,,,,
2012,det,OPPONENTS,,210.0,,,,28.0,,,,,,,
2012,lac,Team Totals,,284.0,,,,39.0,,,,,,,
2012,lac,OPPONENTS,,244.0,,,,36.0,,,,,,,
2012,ton,Team Totals,,194.0,,,,30.0,,,,,,,
2012,ton,OPPONENTS,,190.0,,,,26.0,,,,,,,
2012,nyb,Team Totals,,193.0,,,,27.0,,,,,,,
2012,nyb,OPPONENTS,,161.0,,,,26.0,,,,,,,
2012,sea,Team Totals,,270.0,,,,38.0,,,,,,,
2012,sea,OPPONENTS,,253.0,,,,41.0,,,,,,,
2012,dec,Team Totals,,247.0,,,,36.0,,,,,,,
2012,dec,OPPONENTS,,203.0,,,,33.0,,,,,,,
2012,lne,Team Totals,,325.0,,,,52.0,,,,,,,
2012,lne,OPPONENTS,,233.0,,,,35.0,,,,,,,
2012,lari,Team Totals,,228.0,,,,38.0,,,,,,,
2012,lari,OPPONENTS,,378.0,,,,58.0,,,,,,,
2013,lkc,Team Totals,,313.0,,,,48.0,,,,,,,
2013,lkc,Opponents Totals,,256.0,,,,40.0,,,,,,,
2013,har,Team Totals,,242.0,,,,41.0,,,,,,,
2013,har,Opponents Totals,,338.0,,,,47.0,,,,,,,
2013,llarm,Team Totals,,272.0,,,,42.0,,,,,,,
2013,llarm,Opponents Totals,,399.0,,,,58.0,,,,,,,
2013,min,Team Totals,,395.0,,,,57.0,,,,,,,
2013,min,Opponents Totals,,270.0,,,,48.0,,,,,,,
2013,larm,Team Totals,,279.0,,,,43.0,,,,,,,
2013,larm,Opponents Totals,,182.0,,,,29.0,,,,,,,
2013,bal,Team Totals,,205.0,,,,34.0,,,,,,,
2013,bal,Opponents Totals,,289.0,,,,43.0,,,,,,,
2013,lten,Team Totals,,257.0,,,,40.0,,,,,,,
2013,lten,Opponents Totals,,324.0,,,,48.0,,,,,,,
2013,dul,Team Totals,,185.0,,,,40.0,,,,,,,
2013,dul,Opponents Totals,,332.0,,,,49.0,,,,,,,
2013,atl,Team Totals,,248.0,,,,42.0,,,,,,,
2013,atl,Opponents Totals,,227.0,,,,32.0,,,,,,,
2013,ham,Team Totals,,227.0,,,,36.0,,,,,,,
2013,ham,Opponents Totals,,214.0,,,,37.0,,,,,,,
2013,jac,Team Totals,,225.0,,,,31.0,,,,,,,
2013,jac,Opponents Totals,,310.0,,,,50.0,,,,,,,
2013,lind,Team Totals,,187.0,,,,32.0,,,,,,,
2013,lind,Opponents Totals,,370.0,,,,42.0,,,,,,,
2013,was,Team Totals,,290.0,,,,41.0,,,,,,,
2013,was,Opponents Totals,,128.0,,,,20.0,,,,,,,
2013,col,Team Totals,,309.0,,,,47.0,,,,,,,
2013,col,Opponents Totals,,221.0,,,,41.0,,,,,,,
2013,tol,Team Totals,,248.0,,,,35.0,,,,,,,
2013,tol,Opponents Totals,,150.0,,,,30.0,,,,,,,
2013,ltb,Team Totals,,260.0,,,,38.0,,,,,,,
2013,ltb,Opponents Totals,,289.0,,,,44.0,,,,,,,
2013,lmin,Team Totals,,271.0,,,,37.0,,,,,,,
2013,lmin,Opponents Totals,,296.0,,,,46.0,,,,,,,
2013,c-p,Team Totals,,246.0,,,,34.0,,,,,,,
2013,c-p,Opponents Totals,,272.0,,,,35.0,,,,,,,
2013,chit,Team Totals,,214.0,,,,34.0,,,,,,,
2013,chit,Opponents Totals,,287.0,,,,40.0,,,,,,,
2013,nyj,Team Totals,,238.0,,,,36.0,,,,,,,
2013,nyj,Opponents Totals,,306.0,,,,43.0,,,,,,,
2013,dal,Team Totals,,238.0,,,,44.0,,,,,,,
2013,dal,Opponents Totals,,270.0,,,,45.0,,,,,,,
2013,latl,Team Totals,,189.0,,,,31.0,,,,,,,
2013,latl,Opponents Totals,,169.0,,,,30.0,,,,,,,
2013,lbuf,Team Totals,,249.0,,,,33.0,,,,,,,
2013,lbuf,Opponents Totals,,168.0,,,,23.0,,,,,,,
2013,stl,Team Totals,,274.0,,,,41.0,,,,,,,
2013,stl,Opponents Totals,,218.0,,,,44.0,,,,,,,
2013,det,Team Totals,,424.0,,,,60.0,,,,,,,
2013,det,Opponents Totals,,336.0,,,,43.0,,,,,,,
2013,lac,Team Totals,,336.0,,,,49.0,,,,,,,
2013,lac,Opponents Totals,,244.0,,,,37.0,,,,,,,
2013,ton,Team Totals,,231.0,,,,32.0,,,,,,,
2013,ton,Opponents Totals,,298.0,,,,44.0,,,,,,,
2013,nyb,Team Totals,,255.0,,,,35.0,,,,,,,
2013,nyb,Opponents Totals,,361.0,,,,47.0,,,,,,,
2013,sea,Team Totals,,298.0,,,,44.0,,,,,,,
2013,sea,Opponents Totals,,272.0,,,,44.0,,,,,,,
2013,dec,Team Totals,,283.0,,,,38.0,,,,,,,
2013,dec,Opponents Totals,,231.0,,,,39.0,,,,,,,
2013,lne,Team Totals,,337.0,,,,47.0,,,,,,,
2013,lne,Opponents Totals,,289.0,,,,41.0,,,,,,,
2013,lari,Team Totals,,326.0,,,,53.0,,,,,,,
2013,lari,Opponents Totals,,235.0,,,,36.0,,,,,,,
2014,lkc,Team Totals,,282.0,,,,40.0,,,,,,,
2014,lkc,Opponents Totals,,170.0,,,,26.0,,,,,,,
2014,har,Team Totals,,308.0,,,,54.0,,,,,,,
2014,har,Opponents Totals,,242.0,,,,39.0,,,,,,,
2014,llarm,Team Totals,,211.0,,,,39.0,,,,,,,
2014,llarm,Opponents Totals,,337.0,,,,46.0,,,,,,,
2014,min,Team Totals,,310.0,,,,45.0,,,,,,,
2014,min,Opponents Totals,,260.0,,,,47.0,,,,,,,
2014,larm,Team Totals,,194.0,,,,33.0,,,,,,,
2014,larm,Opponents Totals,,172.0,,,,33.0,,,,,,,
2014,bal,Team Totals,,125.0,,,,20.0,,,,,,,
2014,bal,Opponents Totals,,130.0,,,,23.0,,,,,,,
2014,lten,Team Totals,,362.0,,,,49.0,,,,,,,
2014,lten,Opponents Totals,,167.0,,,,19.0,,,,,,,
2014,dul,Team Totals,,191.0,,,,31.0,,,,,,,
2014,dul,Opponents Totals,,213.0,,,,31.0,,,,,,,
2014,atl,Team Totals,,263.0,,,,41.0,,,,,,,
2014,atl,Opponents Totals,,168.0,,,,29.0,,,,,,,
2014,ham,Team Totals,,251.0,,,,38.0,,,,,,,
2014,ham,Opponents Totals,,108.0,,,,26.0,,,,,,,
2014,jac,Team Totals,,275.0,,,,45.0,,,,,,,
2014,jac,Opponents Totals,,450.0,,,,71.0,,,,,,,
2014,lind,Team Totals,,222.0,,,,39.0,,,,,,,
2014,lind,Opponents Totals,,326.0,,,,50.0,,,,,,,
2014,was,Team Totals,,252.0,,,,41.0,,,,,,,
2014,was,Opponents Totals,,118.0,,,,17.0,,,,,,,
2014,col,Team Totals,,253.0,,,,46.0,,,,,,,
2014,col,Opponents Totals,,246.0,,,,49.0,,,,,,,
2014,tol,Team Totals,,178.0,,,,26.0,,,,,,,
2014,tol,Opponents Totals,,198.0,,,,37.0,,,,,,,
2014,ltb,Team Totals,,157.0,,,,22.0,,,,,,,
2014,ltb,Opponents Totals,,181.0,,,,28.0,,,,,,,
2014,lmin,Team Totals,,156.0,,,,28.0,,,,,,,
2014,lmin,Opponents Totals,,224.0,,,,30.0,,,,,,,
2014,c-p,Team Totals,,357.0,,,,49.0,,,,,,,
2014,c-p,Opponents Totals,,225.0,,,,32.0,,,,,,,
2014,chit,Team Totals,,313.0,,,,47.0,,,,,,,
2014,chit,Opponents Totals,,198.0,,,,30.0,,,,,,,
2014,nyj,Team Totals,,241.0,,,,37.0,,,,,,,
2014,nyj,Opponents Totals,,414.0,,,,58.0,,,,,,,
2014,dal,Team Totals,,261.0,,,,41.0,,,,,,,
2014,dal,Opponents Totals,,186.0,,,,30.0,,,,,,,
2014,latl,Team Totals,,295.0,,,,42.0,,,,,,,
2014,latl,Opponents Totals,,254.0,,,,45.0,,,,,,,
2014,lbuf,Team Totals,,217.0,,,,41.0,,,,,,,
2014,lbuf,Opponents Totals,,322.0,,,,51.0,,,,,,,
2014,stl,Team Totals,,228.0,,,,39.0,,,,,,,
2014,stl,Opponents Totals,,243.0,,,,41.0,,,,,,,
2014,det,Team Totals,,268.0,,,,40.0,,,,,,,
2014,det,Opponents Totals,,317.0,,,,42.0,,,,,,,
2014,lac,Team Totals,,188.0,,,,34.0,,,,,,,
2014,lac,Opponents Totals,,188.0,,,,30.0,,,,,,,
2014,ton,Team Totals,,140.0,,,,22.0,,,,,,,
2014,ton,Opponents Totals,,205.0,,,,31.0,,,,,,,
2014,nyb,Team Totals,,210.0,,,,36.0,,,,,,,
2014,nyb,Opponents Totals,,326.0,,,,52.0,,,,,,,
2014,sea,Team Totals,,234.0,,,,37.0,,,,,,,
2014,sea,Opponents Totals,,242.0,,,,42.0,,,,,,,
2014,dec,Team Totals,,244.0,,,,35.0,,,,,,,
2014,dec,Opponents Totals,,182.0,,,,28.0,,,,,,,
2014,lne,Team Totals,,200.0,,,,36.0,,,,,,,
2014,lne,Opponents Totals,,344.0,,,,52.0,,,,,,,
2014,lari,Team Totals,,265.0,,,,40.0,,,,,,,
2014,lari,Opponents Totals,,295.0,,,,48.0,,,,,,,
2015,lkc,Team Totals,,358.0,,,,49.0,,,,,,,
2015,lkc,Opponents Totals,,225.0,,,,38.0,,,,,,,
2015,har,Team Totals,,270.0,,,,38.0,,,,,,,
2015,har,Opponents Totals,,113.0,,,,22.0,,,,,,,
2015,llarm,Team Totals,,125.0,,,,21.0,,,,,,,
2015,llarm,Opponents Totals,,257.0,,,,42.0,,,,,,,
2015,min,Team Totals,,225.0,,,,31.0,,,,,,,
2015,min,Opponents Totals,,420.0,,,,45.0,,,,,,,
2015,larm,Team Totals,,288.0,,,,42.0,,,,,,,
2015,larm,Opponents Totals,,181.0,,,,32.0,,,,,,,
2015,bal,Team Totals,,303.0,,,,47.0,,,,,,,
2015,bal,Opponents Totals,,219.0,,,,33.0,,,,,,,
2015,lten,Team Totals,,220.0,,,,37.0,,,,,,,
2015,lten,Opponents Totals,,178.0,,,,24.0,,,,,,,
2015,dul,Team Totals,,157.0,,,,29.0,,,,,,,
2015,dul,Opponents Totals,,366.0,,,,52.0,,,,,,,
2015,atl,Team Totals,,311.0,,,,45.0,,,,,,,
2015,atl,Opponents Totals,,246.0,,,,36.0,,,,,,,
2015,ham,Team Totals,,251.0,,,,35.0,,,,,,,
2015,ham,Opponents Totals,,224.0,,,,37.0,,,,,,,
2015,jac,Team Totals,,237.0,,,,36.0,,,,,,,
2015,jac,Opponents Totals,,312.0,,,,50.0,,,,,,,
2015,lind,Team Totals,,271.0,,,,39.0,,,,,,,
2015,lind,Opponents Totals,,390.0,,,,54.0,,,,,,,
2015,was,Team Totals,,351.0,,,,52.0,,,,,,,
2015,was,Opponents Totals,,246.0,,,,39.0,,,,,,,
2015,col,Team Totals,,290.0,,,,47.0,,,,,,,
2015,col,Opponents Totals,,238.0,,,,46.0,,,,,,,
2015,tol,Team Totals,,211.0,,,,38.0,,,,,,,
2015,tol,Opponents Totals,,250.0,,,,33.0,,,,,,,
2015,ltb,Team Totals,,222.0,,,,32.0,,,,,,,
2015,ltb,Opponents Totals,,264.0,,,,40.0,,,,,,,
2015,lmin,Team Totals,,260.0,,,,37.0,,,,,,,
2015,lmin,Opponents Totals,,199.0,,,,27.0,,,,,,,
2015,c-p,Team Totals,,243.0,,,,37.0,,,,,,,
2015,c-p,Opponents Totals,,254.0,,,,37.0,,,,,,,
2015,chit,Team Totals,,137.0,,,,23.0,,,,,,,
2015,chit,Opponents Totals,,144.0,,,,26.0,,,,,,,
2015,nyj,Team Totals,,229.0,,,,31.0,,,,,,,
2015,nyj,Opponents Totals,,206.0,,,,33.0,,,,,,,
2015,dal,Team Totals,,283.0,,,,43.0,,,,,,,
2015,dal,Opponents Totals,,318.0,,,,45.0,,,,,,,
2015,latl,Team Totals,,256.0,,,,43.0,,,,,,,
2015,latl,Opponents Totals,,322.0,,,,47.0,,,,,,,
2015,lbuf,Team Totals,,279.0,,,,43.0,,,,,,,
2015,lbuf,Opponents Totals,,251.0,,,,44.0,,,,,,,
2015,stl,Team Totals,,237.0,,,,35.0,,,,,,,
2015,stl,Opponents Totals,,183.0,,,,34.0,,,,,,,
2015,det,Team Totals,,302.0,,,,44.0,,,,,,,
2015,det,Opponents Totals,,284.0,,,,33.0,,,,,,,
2015,lac,Team Totals,,117.0,,,,19.0,,,,,,,
2015,lac,Opponents Totals,,223.0,,,,32.0,,,,,,,
2015,ton,Team Totals,,211.0,,,,31.0,,,,,,,
2015,ton,Opponents Totals,,235.0,,,,32.0,,,,,,,
2015,nyb,Team Totals,,232.0,,,,38.0,,,,,,,
2015,nyb,Opponents Totals,,190.0,,,,27.0,,,,,,,
2015,sea,Team Totals,,258.0,,,,35.0,,,,,,,
2015,sea,Opponents Totals,,159.0,,,,27.0,,,,,,,
2015,dec,Team Totals,,255.0,,,,37.0,,,,,,,
2015,dec,Opponents Totals,,259.0,,,,45.0,,,,,,,
2015,lne,Team Totals,,236.0,,,,41.0,,,,,,,
2015,lne,Opponents Totals,,122.0,,,,17.0,,,,,,,
2015,lari,Team Totals,,196.0,,,,28.0,,,,,,,
2015,lari,Opponents Totals,,330.0,,,,53.0,,,,,,,
2016,lkc,Team Totals,,227.0,,,,34.0,,,,,,,
2016,lkc,Opponents Totals,,148.0,,,,24.0,,,,,,,
2016,har,Team Totals,,226.0,,,,33.0,,,,,,,
2016,har,Opponents Totals,,216.0,,,,30.0,,,,,,,
2016,llarm,Team Totals,,253.0,,,,39.0,,,,,,,
2016,llarm,Opponents Totals,,214.0,,,,46.0,,,,,,,
2016,min,Team Totals,,179.0,,,,27.0,,,,,,,
2016,min,Opponents Totals,,179.0,,,,35.0,,,,,,,
2016,larm,Team Totals,,259.0,,,,38.0,,,,,,,
2016,larm,Opponents Totals,,175.0,,,,21.0,,,,,,,
2016,bal,Team Totals,,223.0,,,,31.0,,,,,,,
2016,bal,Opponents Totals,,243.0,,,,33.0,,,,,,,
2016,lten,Team Totals,,185.0,,,,33.0,,,,,,,
2016,lten,Opponents Totals,,264.0,,,,41.0,,,,,,,
2016,dul,Team Totals,,177.0,,,,26.0,,,,,,,
2016,dul,Opponents Totals,,429.0,,,,66.0,,,,,,,
2016,atl,Team Totals,,198.0,,,,31.0,,,,,,,
2016,atl,Opponents Totals,,242.0,,,,32.0,,,,,,,
2016,ham,Team Totals,,278.0,,,,40.0,,,,,,,
2016,ham,Opponents Totals,,179.0,,,,28.0,,,,,,,
2016,jac,Team Totals,,211.0,,,,33.0,,,,,,,
2016,jac,Opponents Totals,,289.0,,,,44.0,,,,,,,
2016,lind,Team Totals,,183.0,,,,33.0,,,,,,,
2016,lind,Opponents Totals,,197.0,,,,34.0,,,,,,,
2016,was,Team Totals,,162.0,,,,28.0,,,,,,,
2016,was,Opponents Totals,,174.0,,,,32.0,,,,,,,
2016,col,Team Totals,,147.0,,,,25.0,,,,,,,
2016,col,Opponents Totals,,86.0,,,,18.0,,,,,,,
2016,tol,Team Totals,,228.0,,,,42.0,,,,,,,
2016,tol,Opponents Totals,,229.0,,,,40.0,,,,,,,
2016,ltb,Team Totals,,230.0,,,,35.0,,,,,,,
2016,ltb,Opponents Totals,,188.0,,,,36.0,,,,,,,
2016,lmin,Team Totals,,209.0,,,,36.0,,,,,,,
2016,lmin,Opponents Totals,,168.0,,,,28.0,,,,,,,
2016,c-p,Team Totals,,242.0,,,,35.0,,,,,,,
2016,c-p,Opponents Totals,,148.0,,,,22.0,,,,,,,
2016,chit,Team Totals,,253.0,,,,38.0,,,,,,,
2016,chit,Opponents Totals,,190.0,,,,23.0,,,,,,,
2016,nyj,Team Totals,,207.0,,,,34.0,,,,,,,
2016,nyj,Opponents Totals,,213.0,,,,33.0,,,,,,,
2016,dal,Team Totals,,295.0,,,,40.0,,,,,,,
2016,dal,Opponents Totals,,246.0,,,,35.0,,,,,,,
2016,latl,Team Totals,,161.0,,,,26.0,,,,,,,
2016,latl,Opponents Totals,,216.0,,,,37.0,,,,,,,
2016,lbuf,Team Totals,,31.0,,,,41.0,,,,,,,
2016,lbuf,Opponents Totals,,283.0,,,,38.0,,,,,,,
2016,stl,Team Totals,,230.0,,,,37.0,,,,,,,
2016,stl,Opponents Totals,,170.0,,,,28.0,,,,,,,
2016,det,Team Totals,,228.0,,,,34.0,,,,,,,
2016,det,Opponents Totals,,235.0,,,,37.0,,,,,,,
2016,lac,Team Totals,,224.0,,,,38.0,,,,,,,
2016,lac,Opponents Totals,,239.0,,,,35.0,,,,,,,
2016,ton,Team Totals,,213.0,,,,30.0,,,,,,,
2016,ton,Opponents Totals,,184.0,,,,27.0,,,,,,,
2016,nyb,Team Totals,,270.0,,,,47.0,,,,,,,
2016,nyb,Opponents Totals,,277.0,,,,36.0,,,,,,,
2016,sea,Team Totals,,272.0,,,,42.0,,,,,,,
2016,sea,Opponents Totals,,298.0,,,,42.0,,,,,,,
2016,dec,Team Totals,,374.0,,,,48.0,,,,,,,
2016,dec,Opponents Totals,,289.0,,,,41.0,,,,,,,
2016,lne,Team Totals,,196.0,,,,31.0,,,,,,,
2016,lne,Opponents Totals,,362.0,,,,49.0,,,,,,,
2016,lari,Team Totals,,165.0,,,,33.0,,,,,,,
2016,lari,Opponents Totals,,255.0,,,,47.0,,,,,,,
2017,lkc,Team Totals,0,-24,,,12,13,,4,7,5,,,
2017,lkc,Opponents Totals,2,34,,,16,19,,6,12,4,,,
2017,har,Team Totals,2,111,,,17,17,,6,10,7,,,
2017,har,Opponents Totals,1,51,,,23,25,,7,17,6,,,
2017,llarm,Team Totals,,185.0,,,,30.0,,,,,,,
2017,llarm,Opponent Totals,,257.0,,,,33.0,,,,,,,
2017,min,Team Totals,,155.0,,,,28.0,,,,,,,
2017,min,Opponent Totals,,319.0,,,,47.0,,,,,,,
2017,larm,Team Totals,,393.0,,,,56.0,,,,,,,
2017,larm,Opponent Totals,,154.0,,,,24.0,,,,,,,
2017,bal,Team Totals,,280.0,,,,41.0,,,,,,,
2017,bal,Opponent Totals,,205.0,,,,27.0,,,,,,,
2017,lten,Team Totals,,278.0,,,,41.0,,,,,,,
2017,lten,Opponent Totals,,264.0,,,,40.0,,,,,,,
2017,dul,Team Totals,,197.0,,,,34.0,,,,,,,
2017,dul,Opponent Totals,,309.0,,,,50.0,,,,,,,
2017,atl,Team Totals,,356.0,,,,55.0,,,,,,,
2017,atl,Opponent Totals,,123.0,,,,24.0,,,,,,,
2017,ham,Team Totals,1,3,,,10,10,,8,1,9,,,
2017,ham,Opponents Totals,2,84,,,17,23,,9,10,7,,,
2017,jac,Team Totals,,200.0,,,,32.0,,,,,,,
2017,jac,Opponent Totals,,366.0,,,,54.0,,,,,,,
2017,lind,Team Totals,,177.0,,,,25.0,,,,,,,
2017,lind,Opponent Totals,,334.0,,,,56.0,,,,,,,
2017,was,Team Totals,,179.0,,,,31.0,,,,,,,
2017,was,Opponent Totals,,222.0,,,,37.0,,,,,,,
2017,col,Team Totals,,261.0,,,,43.0,,,,,,,
2017,col,Opponent Totals,,120.0,,,,18.0,,,,,,,
2017,tol,Team Totals,,188.0,,,,31.0,,,,,,,
2017,tol,Opponent Totals,,130.0,,,,24.0,,,,,,,
2017,ltb,Team Totals,,175.0,,,,33.0,,,,,,,
2017,ltb,Opponent Totals,,335.0,,,,52.0,,,,,,,
2017,lmin,Team Totals,,246.0,,,,38.0,,,,,,,
2017,lmin,Opponent Totals,,230.0,,,,36.0,,,,,,,
2017,c-p,Team Totals,,321.0,,,,38.0,,,,,,,
2017,c-p,Opponent Totals,,185.0,,,,32.0,,,,,,,
2017,chit,Team Totals,0,-44,,,19,28,,14,12,7,,,
2017,chit,Opponents Totals,2,70,,,27,21,,7,13,14,,,
2017,nyj,Team Totals,,161.0,,,,27.0,,,,,,,
2017,nyj,Opponent Totals,,201.0,,,,34.0,,,,,,,
2017,dal,Team Totals,0,0,,,7,11,,6,2,5,,,
2017,dal,Opponents Totals,0,66,,,15,16,,5,9,6,,,
2017,latl,Team Totals,,228.0,,,,35.0,,,,,,,
2017,latl,Opponent Totals,,228.0,,,,47.0,,,,,,,
2017,lbuf,Team Totals,,252.0,,,,37.0,,,,,,,
2017,lbuf,Opponent Totals,,365.0,,,,51.0,,,,,,,
2017,stl,Team Totals,,277.0,,,,42.0,,,,,,,
2017,stl,Opponent Totals,,274.0,,,,39.0,,,,,,,
2017,det,Team Totals,,304.0,,,,50.0,,,,,,,
2017,det,Opponent Totals,,242.0,,,,35.0,,,,,,,
2017,lac,Team Totals,,287.0,,,,42.0,,,,,,,
2017,lac,Opponent Totals,,145.0,,,,20.0,,,,,,,
2017,ton,Team Totals,,296.0,,,,39.0,,,,,,,
2017,ton,Opponent Totals,,156.0,,,,24.0,,,,,,,
2017,nyb,Team Totals,,137.0,,,,22.0,,,,,,,
2017,nyb,Opponent Totals,,241.0,,,,40.0,,,,,,,
2017,sea,Team Totals,,324.0,,,,48.0,,,,,,,
2017,sea,Opponent Totals,,192.0,,,,28.0,,,,,,,
2017,dec,Team Totals,,269.0,,,,39.0,,,,,,,
2017,dec,Opponent Totals,,322.0,,,,43.0,,,,,,,
2017,lne,Team Totals,,255.0,,,,37.0,,,,,,,
2017,lne,Opponent Totals,,339.0,,,,52.0,,,,,,,
2017,lari,Team Totals,,179.0,,,,30.0,,,,,,,
2017,lari,Opponent Totals,,310.0,,,,43.0,,,,,,,
2018,lkc,Team Totals,,238.0,,,,30.0,,,,,,,
2018,lkc,Opponents Totals,,147.0,,,,21.0,,,,,,,
2018,har,Team Totals,,209.0,,,,31.0,,,,,,,
2018,har,Opponents Totals,,409.0,,,,52.0,,,,,,,
2018,llarm,Team Totals,,217.0,,,,36.0,,,,,,,
2018,llarm,Opponents Totals,,288.0,,,,41.0,,,,,,,
2018,min,Team Totals,,293.0,,,,39.0,,,,,,,
2018,min,Opponents Totals,,239.0,,,,37.0,,,,,,,
2018,larm,Team Totals,,291.0,,,,43.0,,,,,,,
2018,larm,Opponents Totals,,150.0,,,,32.0,,,,,,,
2018,bal,Team Totals,,347.0,,,,52.0,,,,,,,
2018,bal,Opponents Totals,,166.0,,,,24.0,,,,,,,
2018,lten,Team Totals,,245.0,,,,37.0,,,,,,,
2018,lten,Opponents Totals,,254.0,,,,38.0,,,,,,,
2018,dul,Team Totals,,173.0,,,,34.0,,,,,,,
2018,dul,Opponents Totals,,279.0,,,,37.0,,,,,,,
2018,atl,Team Totals,,310.0,,,,43.0,,,,,,,
2018,atl,Opponents Totals,,384.0,,,,62.0,,,,,,,
2018,ham,Team Totals,,228.0,,,,38.0,,,,,,,
2018,ham,Opponents Totals,,134.0,,,,18.0,,,,,,,
2018,jac,Team Totals,,248.0,,,,39.0,,,,,,,
2018,jac,Opponents Totals,,280.0,,,,47.0,,,,,,,
2018,lind,Team Totals,,241.0,,,,37.0,,,,,,,
2018,lind,Opponents Totals,,322.0,,,,53.0,,,,,,,
2018,was,Team Totals,,347.0,,,,52.0,,,,,,,
2018,was,Opponents Totals,,171.0,,,,26.0,,,,,,,
2018,col,Team Totals,,240.0,,,,38.0,,,,,,,
2018,col,Opponents Totals,,227.0,,,,34.0,,,,,,,
2018,tol,Team Totals,,311.0,,,,44.0,,,,,,,
2018,tol,Opponents Totals,,235.0,,,,33.0,,,,,,,
